"Charlotte-NC-Skyline.jpg","04/25/2018","04/25/2018","iStock Photo/SeanPavonePhoto","Charlotte NC",,"Charlotte",
"Charlotte-NC-BechtlerMuseumOfModernArt.jpg","04/25/2018","04/25/2018","iStock Photo/traveler1116","Charlotte NC",,"Charlotte",
"Jackson TN.jpg","04/26/2018","04/26/2018","Courtesy of I_dawg2000 under a  CC 4.0  license.",,,,
"North-Dakota-Capitol.jpg","04/26/2018","04/26/2018","iStock Photo/nolamissesyou","North Dakota",,"North Dakota",
"North-Dakota-Bison.jpg","04/26/2018","04/26/2018","iStock Photo/ericfoltz","North Dakota",,"North Dakota",
"North-Dakota-Streets.jpg","04/26/2018","04/26/2018","Courtesy of  a200/a77Wells  under a  CC 2.0  license.","North Dakota",,"North Dakota",
"Ann Arbor parks.jpg","04/26/2018","04/26/2018","Courtesy of Keith under a  CC 4.0  license.",,,,
"North-Dakota-Stars.jpg","04/26/2018","04/26/2018","iStock Photo/Joshua_James_","North Dakota",,"North Dakota",
"West-Farg-North-Dakota.jpg","04/26/2018","04/26/2018","Courtesy of  Carrie Scarr  under a  CC 2.0  license.","West Fargo ND",,"West Fargo",
"Williston-North-Dakota.jpg","04/26/2018","04/26/2018","Courtesy of  Andrew Filer under a  CC 2.0  license.","Williston ND",,"Williston",
"Valley-City-North-Dakota.jpg","04/26/2018","04/26/2018","Courtesy of  Andrew Filer  under a  CC 2.0  license.","Valley City ND",,"Valley City",
"Jamestown-North-Dakota.jpg","04/26/2018","04/26/2018","Courtesy of Either way under a  CC 2.0  license.","Jamestown ND",,"Jamestown",
"Missoula-Montana.jpg","04/26/2018","04/26/2018","iStock Photo/Lorraine Boogich","Missoula MT",,"Missoula",
"UWI-Madison.jpg","04/26/2018","04/26/2018","iStock Photo/filo","Madison, WI",,"Madison",
"UT-Austin-Campus.jpg","04/26/2018","04/26/2018","iStock Photo/dszc","Austin TX",,"Austin",
"VirginiaTech-Blacksburg-VA.jpg","04/26/2018","04/26/2018","iStock Photo/sshepard","Blacksburg VA",,"Blacksburg",
"VACommonwealth-Richmond-VA.jpg","04/26/2018","04/26/2018","iStock Photo/traveler1116","Richmond VA",,"Richmond",
"Living-in-a-College-Town.jpg","04/26/2018","04/26/2018","Istockphoto.com/SeanPavonePhoto",,,,
"Eureka-Springs-AK.jpg","04/30/2018","04/30/2018","iStock Photo/RoschetzkyIstockPhoto","Eureka Springs AR",,"Eureka Springs",
"Wilton-Manors-FL.jpg","04/30/2018","04/30/2018","iStock Photo/Serenethos","Wilton Manors FL",,"Wilton Manors",
"Anchorage-Skyline.jpg","04/30/2018","04/30/2018","Frank Flavin","Anchorage, AK",,"Anchorage",
"Sonoran-Desert-AZ.jpg","04/30/2018","04/30/2018","iStock Photo/tonda","Sonoran Desert AZ",,"Arizona",
"Organ-Pipe-Cactus-Monument.jpg","04/30/2018","04/30/2018","iStock Photo/tonda","Ajo AZ",,"Ajo",
"Ajo-Plaza.jpg","04/30/2018","04/30/2018","iStock Photo/Lisay","Ajo AZ",,"Ajo",
"tc photo.jpg","04/30/2018","04/30/2018",,,,,
"JTSaloon-YucaValley-Ca.jpg","05/01/2018","05/01/2018","Catie Nienaber","Yucca Valley CA",,"Yucca Valley",
"NoahPurifoy-OutdoorDesertArt-YuccaValley-CA.jpg","05/01/2018","05/01/2018","Catie Nienaber","Yucca Valley CA",,"Yucca Valley",
"Pappy&Harriets-YuccaValleyCA.jpg","05/01/2018","05/01/2018","Catie Nienaber","Yucca Valley CA",,"Yucca Valley",
"YuccaValley-Sunset.jpg","05/01/2018","05/01/2018","Catie Nienaber","Yucca Valley CA",,"Yucca Valley",
"YuccaValleyCA-Sunset2.jpg","05/01/2018","05/01/2018","Catie Nienaber","Yucca Valley CA",,"Yucca Valley",
"AnnArbor18v1W.jpg","05/01/2018","05/01/2018",,,,,
"spark.png","05/01/2018","05/01/2018",,,,,
"spark2.png","05/01/2018","05/01/2018",,,,,
"Dinner-Party.jpg","05/02/2018","05/01/2018","iStock Photo/pixdeluxe","Dinner Party",,,
"SDCC-2.jpg","05/02/2018","05/02/2018","Sonoran Desert Inn & Conference Center","Ajo AZ",,"Ajo",
"Sonoran-Desert-Inn.jpg","05/02/2018","05/02/2018","Sonoran Desert Inn & Conference Center","Ajo AZ",,"Ajo",
"STEMcities-HuntsvilleAL.jpg","05/29/2018","05/02/2018","iStock Photo/Sean Pavone","Huntsville AL",,"Huntsville",
"Baltimore-MD.jpg","05/02/2018","05/02/2018","iStock Photo/Davel5957","Baltimore MD",,"Baltimore",
"ThousandOaks-CA.jpg","05/02/2018","05/02/2018","iStock Photo/trekandshoot","Thousand Oaks CA",,"Thousand Oaks",
"AjoAZ-Art.jpg","05/04/2018","05/02/2018","AlasKat mural by  Jay Galvin under a  CC 2.0  license.","Ajo AZ",,"Ajo",
"Dog-In-Life-Jacket.jpg","05/03/2018","05/03/2018","iStock Photo/CrazyD","Dog",,,
"Cape-Cod-Dog.jpg","05/03/2018","05/03/2018","iStock Photo/diane39","Cape Cod MA",,,
"Austin-Dog-Mural.jpg","05/03/2018","05/03/2018","Courtesy of  NoNo Joe under a  CC 2.0  license.","Austin TX",,"Austin",
"Dog-In-Park.jpg","05/03/2018","05/03/2018","iStock Photo/LeoPatrizi","dog in a park",,,
"CarmelCA-Dog.jpg","05/03/2018","05/03/2018","iStock Photo/Pgiam","Carmel CA",,"Carmel-by-the-Sea",
"Roadtrip-Dog.jpg","05/03/2018","05/03/2018","iStock Photo/pnsam","Dog",,,
"Pacific-Northwest.jpg","05/04/2018","05/04/2018","iStock Photo/RomanKhomlyak","Washington State",,"Washington",
"Boise-State-Univ.jpg","05/04/2018","05/04/2018","iStock Photo/knowlesgallery","Boise State University",,"Boise",
"Bellingham-WA.jpg","05/04/2018","05/04/2018","iStock Photo/LoweStock","Bellingham WA",,"Bellingham",
"Mount-Hood.jpg","05/04/2018","05/04/2018","iStock Photo/HaizhanZheng","Mount Hood",,"Washington",
"Onshore Outsourcing.jpg","05/08/2018","05/08/2018","iStockPhoto.com",,,,
"Seattle-WA-SpaceNeedle.jpg","05/08/2018","05/08/2018","iStock Photo/KingWu","Seattle WA",,"Seattle",
"Seattle-WA-PikePlPublicMarket.jpg","05/08/2018","05/08/2018","iStock Photo/Art Wager","Seattle WA",,"Seattle",
"FridayHarbor-WA.jpg","05/08/2018","05/08/2018","iStock Photo/LoweStock","Friday Harbor WA",,"Friday Harbor",
"Bellevue-WA-Bay.jpg","05/08/2018","05/08/2018","iStock Photo/SEASTOCK","Bellevue WA",,"Bellevue",
"NorthCascades-WA.jpg","05/08/2018","05/08/2018","iStock Photo/SoisudaS","Washington State",,"Washington",
"Issaquah-WA.jpg","05/08/2018","05/08/2018","iStock Photo/RyanCSlimakPhoto","Issaquah WA",,"Issaquah",
"Hilo-HI.jpg","05/08/2018","05/08/2018","iStock Photo/YinYang","Hilo HI",,"Hilo",
"Honolulu-HI.jpg","05/08/2018","05/08/2018","iStock Photo/sorincolac","Honolulu HI",,"Honolulu",
"KahuluiBay-HI.jpg","05/08/2018","05/08/2018","iStock Photo/Eric Broder Van Dyke","Kahului HI",,"Kahului",
"Kailua-HI.jpg","05/08/2018","05/08/2018","iStock Photo/ejs9","Kailua HI",,"Kailua",
"Kaneohe-HI.jpg","05/08/2018","05/08/2018","iStock Photo/Art Wager","Kaneohe HI",,"Kaneohe",
"Surfboards-Waikiki-HI.jpg","05/08/2018","05/08/2018","iStock Photo/solar737","Waikiki HI",,"Hawaii",
"USS-Arizona-Memorial-HI.jpg","05/08/2018","05/08/2018","iStock Photo/Master_Yendor","USS Arizona Memorial",,"Hawaii",
"RoadToHana-Maui-HI.jpg","05/08/2018","05/08/2018","iStock Photo/wingmar","Road to Hana",,"Maui County",
"Hawaii-Waterfall.jpg","05/08/2018","05/08/2018","iStock Photo/solar737","Hawaii",,"Hawaii",
"Maui-HI-Hammock.jpg","05/08/2018","05/08/2018","iStock Photo/ejs9","Maui HI",,"Hawaii",
"Maui-HI.jpg","05/08/2018","05/08/2018","iStock Photo/ejs9","Maui HI",,"Hawaii",
"Hawaii.jpg","05/08/2018","05/08/2018","iStock Photo/asiandelight","Hawaii",,"Hawaii",
"sarah.jpeg","05/08/2018","05/08/2018",,,,,
"Nebraska-CornField.jpg","05/09/2018","05/09/2018","iStock Photo/angelpicssaw","Nebraska",,"Nebraska",
"Nebraska-HayBale.jpg","05/09/2018","05/09/2018","Photo Courtesy of Pixabay","Nebraska",,"Nebraska",
"Nebraska-Farmers-Market.jpg","05/09/2018","05/09/2018","Photo Courtesy of Pixabay","Nebraska",,"Nebraska",
"Cornfield-Nebraska.jpg","05/09/2018","05/09/2018","Photo Courtesy of Pixabay","Nebraska",,"Nebraska",
"NE-SandhillCrane.jpg","05/09/2018","05/09/2018","iStock Photo/ctabb","Nebraska",,"Nebraska",
"StarvedRock-IL.jpg","05/09/2018","05/09/2018","iStock Photo/FSTOPLIGHT","Starved Rock State Park",,"Illinois",
"LakeMI-Beach.jpg","05/09/2018","05/09/2018","PHOTOGRAPHER NAME","Lake Michigan Beach",,"Michigan",
"Ann Arbor art fair.jpg","05/10/2018","05/10/2018","Courtesy of Julie Falk under a  CC 4.0  license.",,,,
"Waterloo IA.jpg","05/10/2018","05/10/2018","Courtesy of Jan Tik under a  CC 4.0  license.",,,,
"Pigeon-Forge.jpg","05/10/2018","05/10/2018","Jeff Adkins","Pigeon Forge TN",,"Pigeon Forge",
"Dyer-TN-Courthouse.jpg","05/10/2018","05/10/2018","Courtesy of  Brent Moore under a  CC 2.0  license.","Dyersburg TN",,"Dyersburg",
"Nashville-TN-Skyline.jpg","05/10/2018","05/10/2018","iStock Photo/Sean Pavone","Nashville TN",,"Nashville",
"RymanExterior-NashvilleTN.jpg","05/10/2018","05/10/2018","Andrea Behrends","Nashville TN",,"Nashville",
"GracelandTNExterior.jpg","05/10/2018","05/10/2018","Courtesy of  Geir Arne Hjelle under a  CC 2.0  license.","Memphis TN",,"Memphis",
"Country-Music-Hall-Of-Fame-Exterior.jpg","05/10/2018","05/10/2018","Jeff Adkins","Nashville TN",,"Nashville",
"Dollywood-Rides.jpg","05/10/2018","05/10/2018","Courtesy of  Edward Beavers  under a  CC 2.0  license.","Dollywood",,"Pigeon Forge",
"PolkHouse-TN.jpg","05/10/2018","05/10/2018","Courtesy of  Brent Moore  under a  CC 2.0  license.","Columbia TN",,"Columbia",
"NashvilleZoo-TN.jpg","05/10/2018","05/10/2018","Courtesy of  Russ Glasson  under a  CC 2.0  license.","Nashville TN",,"Nashville",
"BristolMotorSpeedway.jpg","05/10/2018","05/10/2018","Courtesy of  Bristol Motor Speedway & Dragway  under a  CC 2.0  license.","Bristol TN",,"Bristol",
"HowFarShouldYouLiveFromYourFamily.jpg","05/11/2018","05/11/2018","iStockPhoto.com/PetarChernaev","moving away from family",,,
"Harry-Potter-Alexandria-VA-www.erikpatten.com_.jpg","05/11/2018","05/11/2018","Erik Patten","Alexandria VA",,"Alexandria",
"HarryPotter-AlexandriaVA2-www.erikpatten.com_.jpg","05/11/2018","05/11/2018","Erik Patten","Alexandria VA",,"Alexandria",
"HarryPotter-AlexandriaVA-MEnriquez-Visit-Alexandria.jpg","05/11/2018","05/11/2018","M. Enriquez, Visit Alexandria","Alexandria VA",,"Alexandria",
"HarryPotter-BFink-VisitAlexandria.jpg","05/11/2018","05/11/2018","B. Fink, Visit Alexandria","Alexandria VA",,"Alexandria",
"Corvallis_OR.jpg","05/11/2018","05/11/2018","iStockPhoto.com","Corvallis, OR",,"Corvallis",
"Coding.jpg","05/11/2018","05/11/2018","iStock Photo/AleksandarNakic","Girl Coding",,,
"8160208JWA2337.jpg","05/13/2018","05/13/2018","Jeff Adkins","Madison, WI","Bicycle frames are buffed and polished before being painted at the Trek Bicycle manufacturing facility and headquarters in Waterloo, Wisconsin.","Madison",
"8165SUB017.jpg","05/13/2018","05/13/2018","Courtesy of Tadsen Photography","Madison, WI","Aerial&nbsp;of the Capitol Building in&nbsp;Madison, WI.","Madison",
"8165SUB121.jpg","05/13/2018","05/13/2018","Courtesy of Bryce Richter","Madison, WI","UW students&nbsp;work with students enrolled in a UW-Madison Computer Science Catapult Club at Randall Elementary School. The outreach club pairs UW students with K-12 students throughout the Madison school system to teach children how to code using Scratch, a program designed to provide an easy entry into programming.","Madison",
"8165SUB078.jpg","05/13/2018","05/13/2018","Courtesy of MadMaker Studios","Madison, WI","Justin Weingertner, character art lead, editing facial capture motion picture at MadMarker Studios in Madison, WI.","Madison",
"8165SUB055.jpg","05/13/2018","05/13/2018","Courtesy of Fiskars","Madison, WI","Colin Roberts&nbsp;works on amplifying the shears at Fiskars main complex in Madison, WI.","Madison",
"81603SUB054.jpg","05/13/2018","05/13/2018","Courtesy of University Communications / University of Wisconsin-Madison","Madison, WI","Tim Kamp, professor of medicine and physiology in the School of Medicine and Public Health, and graduate student Jabe Best,&nbsp;discuss Best's study of the calcium channel in the heart as part of ongoing research in Kamp's lab in the Service Memorial Institute at the University of Wisconsin-Madison.","Madison",
"8165SUB016.jpg","05/13/2018","05/13/2018","Courtesy of Downtown Beloit","Madison, WI","New renovations in downtown Beloit, WI.","Madison",
"8165SUB052.jpg","05/13/2018","05/13/2018","Courtesy of FEED Kitchens","Madison, WI","FEED Kitchens is home to the vocational FEED Bakery Training program.","Madison",
"81603SUB065.jpg","05/13/2018","05/13/2018","Courtesy of University Communications / University of Wisconsin-Madison","Madison, WI","Senior research specialist Yingnan Yin uses a microscope to look at stem-cell cultures in Su-Chun Zhang's research lab at the Waisman Center at the University of Wisconsin-Madison.","Madison",
"8165SUB148.jpg","05/13/2018","05/13/2018","Courtesy of Wisconsin Dells","Madison, WI","Kalahari Resort in Wisconsin Dells is home to Wisconsin's largest indoor waterpark and a fantastic outdoor waterpark.","Madison",
"8530218JWA7781.jpg","05/13/2018","05/13/2018","Jeff Adkins","O'Fallon, MO","Employees manufacture precision parts using Hydromat rotary transfer machines at high precision contract manufacturer Component Bar Products in O'Fallon, Missouri. Component Bar Products currently operates the most Hydromat rotary transfer machines under one roof of any facility in the United States.","O'Fallon",
"85301SUB036.jpg","05/13/2018","05/13/2018","Courtesy of OPO Startup","O'Fallon, MO","OPO Startup in O'Fallon, MO.","O'Fallon",
"85301SUB001.jpg","05/13/2018","05/13/2018","Courtesy of O'Fallon, MO","O'Fallon, MO","Brendan's Playground in O'Fallon, MO.","O'Fallon",
"Column-RhododendronFlowers.jpg","05/14/2018","05/14/2018","iStock Photo/mtreasure","How to Love Where You Live",,,
"ParkCity-UT.jpg","05/14/2018","05/14/2018","iStock Photo/4kodiak","Park City UT",,"Park City",
"Montpelier-VT.jpg","05/14/2018","05/14/2018","iStock Photo/Sean Pavone","Montpelier VT",,"Montpelier",
"OlympicNatlPark-LOTR-Main.jpg","05/14/2018","05/14/2018","iStock Photo/evenfh","Olympic National Park",,"Washington",
"Fangorn-Forest-LOTR.jpg","05/14/2018","05/14/2018","iStock Photo/Samson1976","Olympic National Park",,"Washington",
"Lothlorien-LOTR.jpg","05/14/2018","05/14/2018","Courtesy of J Zapell under a  CC 2.0  license.","Fish Lake National Forest",,"Utah",
"MinesofMoria-LOTR.jpg","05/14/2018","05/14/2018","Courtesy of  Sébastien Barré under a  CC 2.0  license.","Rosendale NY",,"Rosendale Hamlet",
"Rivendell-LOTR.jpg","05/14/2018","05/14/2018","iStock Photo/heyengel","Multnomah Falls in Columbia River Gorge, Oregon",,"Oregon",
"SanLuisObispo-Beach.jpg","05/15/2018","05/15/2018","Photo Courtesy of Pixabay","San Luis Obispo CA",,"San Luis Obispo",
"Downtown-SanJose-CA.jpg","05/15/2018","05/15/2018","iStock Photo/Davel5957","San Jose CA",,"San Jose",
"VictorvilleCA-HollandBurgerCafe.jpg","05/15/2018","05/15/2018","iStock Photo/Angel Di Bilio","Victorville CA",,"Victorville",
"SolanaBeach-CA.jpg","05/15/2018","05/15/2018","iStock Photo/Art Wager","Solana Beach CA",,"Solana Beach",
"Sebastopol-CA-Vineyard.jpg","05/15/2018","05/15/2018","iStock Photo/DavidGreitzer","Sebastopol CA",,"Sebastopol",
"BigSur-CA.jpg","05/15/2018","05/15/2018","iStock Photo/Art Wager","Big Sur CA",,"California",
"BixbyBridge-PCH-CA.jpg","05/15/2018","05/15/2018","iStock Photo/miroslav_1","Big Sur CA",,"California",
"ManhattanKS-Church.jpg","05/15/2018","05/15/2018","iStock Photo/DenisTangneyJr","Manhattan KS",,"Manhattan",
"Rutland-Vermont.jpg","05/15/2018","05/15/2018","Vermont Department of Tourism","Rutland Vermont downtown",,"Rutland",
"Brattleboro-Vermont.jpg","05/15/2018","05/15/2018",,,,,
"Vermont-stay-to-stay.jpg","05/15/2018","05/15/2018","Vermont Department of Tourism","Vermont",,,
"EllisonHouse-Bathtub.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-CommunityArea.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-Exterior.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-FullKitchen.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-Kitchen.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-OwnersQuarters.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"EllisonHouse-Suite.jpg","05/16/2018","05/16/2018","Photo Courtesy of Ellison House","Ellison House",,"Lockhart",
"LoveWhereYouLive-Flower.jpg","05/16/2018","05/16/2018","iStock Photo/dndavis","How to Love Where You Live",,,
"GraceKellyChildhoodHome-PhiladelphiapA.jpg","05/16/2018","05/16/2018","Courtesy of Shuvaev under a  CC 2.0  license.","Philadelphia PA",,"Philadelphia",
"ResoluteDesk-WashingtonDC.jpg","05/16/2018","05/16/2018","University of Texas/Regan Archives","Washington DC",,"Washington",
"LosAngeles-CA.jpg","05/16/2018","05/16/2018","iStock Photo/Ron_Thomas","Los Angeles CA",,"Los Angeles",
"MSRau-NewOrleans.jpg","05/16/2018","05/16/2018","Courtesy of  Jeremy Thompson under a  CC 2.0  license.","New Orleans LA",,"New Orleans",
"CanyonRoad-SantaFe.jpg","05/16/2018","05/16/2018","Courtesy of  MARELBU under a  CC 2.0  license.","Santa Fe NM",,"Santa Fe",
"SantaBarbara-Vineyard.jpg","05/16/2018","05/16/2018","iStock Photo/csfotoimages","Santa Barbara CA",,"Santa Barbara",
"Colorado-Winery.jpg","05/16/2018","05/16/2018","iStock Photo/hiphoto40","Palisade CO",,"Palisade",
"GenevaOH-Wine.jpg","05/16/2018","05/16/2018","Plateresca","Geneva OH",,"Geneva",
"ClermontFL-Winery.jpg","05/16/2018","05/16/2018","iStock Photo/kaisersosa67","FL Winery",,"Clermont",
"LinconvilleME-Grapes.jpg","05/16/2018","05/16/2018","iStock Photo/cristianoalessandro","Maine Winery",,"Maine",
"NC-Winery.jpg","05/16/2018","05/16/2018","iStock Photo/WendyOlsenPhotography","NC Winery",,"North Carolina",
"GrapeOnVine.jpg","05/16/2018","05/16/2018","iStock Photo/xjben","Wine",,,
"TXWinery.jpg","05/16/2018","05/16/2018","iStock Photo/EAQ","Wine",,,
"WineCities-Main.jpg","05/16/2018","05/16/2018","iStock Photo/CasarsaGuru","Wine",,,
"RoyalCrown.jpg","05/16/2018","05/16/2018","iStock Photo/tomertu","Royal Crown",,,
"DukeUniversity-DurhamNC.jpg","05/16/2018","05/16/2018","iStock Photo/aimintang","Durham NC",,"Durham",
"GreensboroNC-Skyline.jpg","05/16/2018","05/16/2018","iStock Photo/SeanPavonePhoto","Greensboro NC",,"Greensboro",
"WinstonSalemNC-BaileyPark.jpg","05/16/2018","05/16/2018","iStock Photo/BSPollard","Winston Salem NC",,"Winston-Salem",
"CaryNC-FallTrees.jpg","05/16/2018","05/16/2018","iStock Photo/pazham","Cary NC",,"Cary",
"WakeForestNC-WakeForestUniv.jpg","05/16/2018","05/16/2018","iStock Photo/DenisTangneyJr","Wake Forest NC",,"Wake Forest",
"North-Carolina.jpg","05/16/2018","05/16/2018","iStock Photo/aheflin","North Carolina",,"North Carolina",
"Montana-Mountain-Sunset.jpg","05/16/2018","05/16/2018","Photo Courtesy of Pixabay","Montana",,"Montana",
"Montana-Deer-Snow.jpg","05/16/2018","05/16/2018","Photo Courtesy of Pixabay","Montana",,"Montana",
"Helena-Montana-Church.jpg","05/16/2018","05/16/2018","Photo Courtesy of Pixabay","Helena MT",,"Helena",
"Billings-MT-Dusk.jpg","05/16/2018","05/16/2018","iStock Photo/skodonnell","Billings MT",,"Billings",
"GreatFalls-Montana.jpg","05/16/2018","05/16/2018","iStock Photo/shanecotee","Great Falls MT",,"Great Falls",
"Kalispell-Montana-HotAirBalloon.jpg","05/16/2018","05/16/2018","iStock Photo/jodiecoston","Kalispell MT",,"Kalispell",
"Kalispell-MT-Barn.jpg","05/16/2018","05/16/2018","iStock Photo/gsbarclay","Kalispell MT",,"Kalispell",
"Hamilton-MT-Mountains.jpg","05/16/2018","05/16/2018","iStock Photo/rhyman007","Hamilton MT",,"Hamilton",
"Polson-MT-Lake.jpg","05/16/2018","05/16/2018","iStock Photo/welcomia","Polson MT",,"Polson",
"GreatFalls-Montana.jpg","05/16/2018","05/16/2018","iStock Photo/douglas Rissing","Great Falls MT",,"Great Falls",
"Oshkosh things.jpg","05/17/2018","05/17/2018","Courtesy of Chad Horwedel under a  CC 4.0  license.",,,,
"Nashville-Underground-NashvilleTN.jpg","05/17/2018","05/17/2018","Facebook/Nashville Underground","Nashville Underground",,"Nashville",
"Barista-Parlor-NashvilleTN.jpg","05/17/2018","05/17/2018","Facebook/Barista Parlor","Barista Parlor Nashville",,"Nashville",
"AcmeFeed-NashvilleTN.jpg","05/17/2018","05/17/2018","Facebook/Acme Feed & Seed","Acme Feed & Seed Nashville",,"Nashville",
"Jack&Jamesons-NashvilleTN.jpg","05/17/2018","05/17/2018","Facebook/Jack and Jameson's Smokehouse","Jack & Jameson's Smokehouse Nashville",,"Nashville",
"FGLHouse-Shoot.jpg","05/17/2018","05/17/2018","Facebook/FGL House","FGL House Nashville",,"Nashville",
"WhiskeyRow-Nashville-Sign.jpg","05/17/2018","05/17/2018","Facebook/Dierks Whiskey Row","Whiskey Row - Nashville",,"Nashville",
"RedneckRiviera-Nashville.jpg","05/17/2018","05/17/2018","Facebook/Redneck Riviera","Redneck Riviera Nashville",,"Nashville",
"Adeles-Nashville.jpg","05/17/2018","05/17/2018","Facebook/Adele's by Derek Lee","Adele's Nashville",,"Nashville",
"DierksBentley.jpg","05/17/2018","05/17/2018","Facebook/Dierks Bentley","Dierks Bentley",,,
"DierksBentley-BlackandWhite.jpg","05/17/2018","05/17/2018","Facebook/Dierks Bentley","Dierks Bentley",,,
"Oshkosh, families.jpg","05/17/2018","05/17/2018","Courtesy of Atomische under a  CC 4.0  license.",,,,
"Oshkosh families.jpg","05/17/2018","05/17/2018","Courtesy of Jim Bauer under a  CC 4.0  license.",,,,
"Oshkosh b'gosh.jpg","05/18/2018","05/18/2018","Courtesy of Joe Hardenbrook under a  CC 4.0  license.",,,,
"Oshkosh, grand opera.jpg","05/18/2018","05/18/2018","Courtesy of Dan Mullen  under a  CC 4.0  license.",,,,
"Doughdaddys-VersaillesKY.jpg","05/18/2018","05/18/2018","Facebook/Doughdaddy's","Versailles KY",,"Versailles",
"BurkesBakery-DanvilleKY.jpg","05/18/2018","05/18/2018","Facebook/Burke's Bakery & Delicatessen","Danville KY",,"Danville",
"HadornsBakery-BardstownKY.jpg","05/18/2018","05/18/2018","Facebook/Hadorn's Bakery","Bardstown KY",,"Bardstown",
"HI-FiveBaker-LouisvilleKY.jpg","05/18/2018","05/18/2018","Facebook/Hi-Five Doughnuts","Louisville-KY",,"Louisville",
"WildHorses-NC.jpg","05/18/2018","05/18/2018","Courtesy of PHOTOG NAME under a  CC 2.0  license.","Outerbanks NC",,"North Carolina",
"SlidingRock-PisgahNatlForestNC.jpg","05/18/2018","05/18/2018","Courtesy of  U.S. Department of Agriculture under a  CC 2.0  license.","Sliding Rock",,"North Carolina",
"Everett-WA.jpg","05/18/2018","05/18/2018","iStock Photo/cpaulfell","Everett WA",,"Everett",
"GigHarbor-WA.jpg","05/18/2018","05/18/2018","svetlana57","Gig Harbor WA",,"Gig Harbor",
"Tacoma-WA.jpg","05/18/2018","05/18/2018","iStock Photo/ChrisBoswell","Tacoma WA",,"Tacoma",
"WhitewaterFalls-NC.jpg","05/18/2018","05/18/2018","Courtesy of Fred Dunn under a  CC 2.0  license.","Whitewater Falls",,"Cashiers",
"CrabtreeFalls-NC.jpg","05/18/2018","05/18/2018","Courtesy of  BlueRidgeKitties under a  CC 2.0  license.","Crabtree Falls",,"North Carolina",
"SkinnyDipFalls-NC.jpg","05/18/2018","05/18/2018","Courtesy of  Benson Schliesser under a  CC 2.0  license.","Skinny Dip Falls",,"Canton",
"EmeraldIsle-NC.jpg","05/18/2018","05/18/2018","Courtesy of  Elektra Tig under a  CC 2.0  license.","Emerald Isle NC",,"Emerald Isle",
"HammocksBeach-Swansboro-NC.jpg","05/18/2018","05/18/2018","Courtesy of  bobistraveling under a  CC 2.0  license.","Swansboro NC",,"Swansboro",
"NagsHeadBeach-NC.jpg","05/18/2018","05/18/2018","Courtesy of  Noah Scalin under a  CC 2.0  license.","Nags Head Beach NC",,"Nags Head",
