"Iowa City best place.jpg","02/08/2018","02/08/2018","Courtesy of Alan Light under a  CC 4.0  license.",,,,
"Skiing.jpg","02/08/2018","02/08/2018",,,,,
"Curling.jpg","02/08/2018","02/08/2018",,,,,
"Biathlon.jpg","02/08/2018","02/08/2018",,,,,
"Snowboarding.jpg","02/08/2018","02/08/2018",,,,,
"Ski-Jumping.jpg","02/08/2018","02/08/2018",,,,,
"31616SUB144.jpg","02/08/2018","02/08/2018","Photo courtesy of the Jackson Chamber","Jackson, TN",,"Jackson",
"Luge.jpg","02/08/2018","02/08/2018",,,,,
"JacksonTN18v1W.jpg","02/08/2018","02/08/2018",,,,,
"Where-to-Try-Curling.jpg","02/08/2018","02/08/2018","Courtesy of zilli/iStock",,,,
"31616SUB020.jpg","02/08/2018","02/08/2018",,,,,
"Tysons great.jpg","02/09/2018","02/09/2018","Courtesy of ddourojeanni under a  CC 4.0  license.",,,,
"6923507902_f23d50226c_k.jpg","02/09/2018","02/09/2018","Courtesy of m01229 under a  CC 4.0  license.",,,,
"SouthCarolinaCommerce18v8W.jpg","03/29/2019","02/12/2018",,"South Carolina Business Climate",,,
"Marion18v2W.jpg","02/12/2018","02/12/2018",,,,,
"How-to-Love-Where-You-Live.jpg","02/12/2018","02/12/2018","Courtesy of DianeBentleyRaymond/iStock",,,,
"missionhealthSS_cover.jpg","02/12/2018","02/12/2018",,,,,
"1-spread_McDay_Lakesha_2.jpg","02/12/2018","02/12/2018",,,,,
"2-spread_Pittman_Lauren.jpg","02/12/2018","02/12/2018",,,,,
"3-spread_Mears_PJ.jpg","02/12/2018","02/12/2018",,,,,
"Where-You-Should-Live-Based-on-Hogwarts-House.jpg","02/13/2018","02/13/2018","Courtesy of OscarHill/iStock","Best City for Your Hogwarts House",,,
"Grimm Brothers Brewhouse.jpg","02/13/2018","02/13/2018",,,,,
"Loveland-CO-Valentine-Stampers.jpg","02/13/2018","02/13/2018",,,,,
"Loveland-CO-Valentine-Volunteers.jpg","02/13/2018","02/13/2018",,,,,
"Love-Stamps.jpg","02/13/2018","02/13/2018","Courtesy of Juanmonino/iStock","Love stamps",,,
"Easton, Great.jpg","02/14/2018","02/14/2018","Courtesy of m01229 under a  CC 4.0  license.",,,,
"Easton things.jpg","02/14/2018","02/14/2018","Courtesy of ChesapeakeBayEO under a  CC 4.0  license.",,,,
"iStock-529398964.jpg","02/14/2018","02/14/2018",,,,,
"iStock-458540753.jpg","02/14/2018","02/14/2018",,,,,
"iStock-171376460.jpg","02/14/2018","02/14/2018",,,,,
"iStock-503485862.jpg","02/14/2018","02/14/2018",,,,,
"4012430181_c238156e12_b.jpg","02/14/2018","02/14/2018",,,,,
"iStock-500890999.jpg","02/14/2018","02/14/2018","iStock","New Orleans, LA",,"New Orleans",
"iStock-458328723.jpg","02/14/2018","02/14/2018",,,,,
"Motorcycle-Tourism.jpg","02/15/2018","02/15/2018",,,,,
"Motorcycle-Riders.jpg","02/15/2018","02/15/2018","Courtesy of kesu01/iStock",,,,
"Tysons employers.jpg","02/16/2018","02/16/2018","Courtesy of Brian Howell under a  CC 4.0  license.",,,,
"Ramen-Lab-Boca-Raton.jpg","02/16/2018","02/16/2018",,,,,
"Barrel-of-Monkeys.jpg","02/16/2018","02/16/2018",,,,,
"The-Seed-Boca-Raton.jpg","02/16/2018","02/16/2018","Facebook.com/TheSeedBoca","Boca Raton coffee shop",,,
"Mizner park.jpg","02/16/2018","02/16/2018",,,,,
"Funky-Buddha-Lounge.jpg","02/16/2018","02/16/2018",,,,,
"LansingMI.jpg","02/16/2018","02/16/2018","Courtesy of Davel5957/iStock","Lansing MI",,"Lansing",
"838_118JNFRE0008.jpg","02/18/2018","02/18/2018","Jerry Naunheim Jr.","Chesterfield, MO","This is the Parkway School District's Spark! program at Chesterfield Mall.&nbsp;","Chesterfield",
"8380617JWA4326.jpg","02/18/2018","02/18/2018","Jeff Adkins","Chesterfield, MO","Visitors walk through the Chesterfield Amphitheater in Chesterfield Central Park in Chesterfield, Missouri.","Chesterfield",
"838_118JNFRE0028.jpg","02/18/2018","02/18/2018","Jerry Naunheim Jr.","Chesterfield, MO","This is the Parkway School District's Spark! program at Chesterfield Mall.","Chesterfield",
"8380617JWA3018.jpg","02/18/2018","02/18/2018","Jeff Adkins","Chesterfield, MO","Visitors take photos with a statue called ""The Awakening II"" by artist Seward Johnson in Chesterfield Central Park in Chesterfield, Missouri. The aluminum statue gives the impression of a distressed giant attempting to free himself from the ground.","Chesterfield",
"83801SUB114.jpg","02/18/2018","02/18/2018","Courtesy of Chris Ryan","Chesterfield, MO","Mercy Rehabilitation Hospital in Chesterfield, MO.","Chesterfield",
"83802SUB003.jpg","02/18/2018","02/18/2018","Courtesy of Peaks View LLC","Chesterfield, MO","Chesterfield Village Research Center.&nbsp;","Chesterfield",
"BuffaloNY.jpg","02/19/2018","02/19/2018","Courtesy of benedek/iStock","Buffalo NY",,"Buffalo",
"Roanoke-VA.jpg","02/19/2018","02/19/2018","Courtesy of SeanPavonePhoto/iStock","Roanoke, VA",,"Roanoke",
"Morgantown-West-VA.jpg","02/19/2018","02/19/2018","Courtesy of BackyardProduction/iStock","Morgantown, WV",,"Morgantown",
"La-Crosse-WI.jpg","02/19/2018","02/19/2018","Kyle Herlitzke","La Crosse, WI",,"La Crosse",
"Savannah-GA.jpg","02/19/2018","02/19/2018","Courtesy of Peeter Viisimaa/iStock","Savannah GA",,"Savannah",
"Cincinnati-OH.jpg","02/19/2018","02/19/2018","Courtesy of aceshot/iStock","Cincinnati, OH",,"Cincinnati",
"Moscow-Idaho.jpg","02/19/2018","02/19/2018","Courtesy of knowlesgallery/iStock","Moscow, ID",,"Moscow",
"Ellensburg-WA.jpg","02/19/2018","02/19/2018","Courtesy of Solidago/iStock","Ellensburg, WA",,"Ellensburg",
"Knoxville-TN.jpg","02/19/2018","02/19/2018","Courtesy of csfotoimages/iStock","Knoxville, TN",,"Knoxville",
"backbar.jpg","02/20/2018","02/20/2018","Courtesy of Sushiesque under a  CC 4.0  license.",,,,
"City Bucket List.jpg","02/21/2018","02/20/2018","Courtesy of Maica/iStock",,,,
"Screen Shot 2018-02-21 at 12.57.44 PM.png","02/21/2018","02/21/2018",,,,,
"clara hogan liv.jpg","02/21/2018","02/21/2018",,,,,
"AffordableCities_WhiteBG.png","02/22/2018","02/22/2018",,,,,
"Melissa Thompson headshot.jpg","02/22/2018","02/22/2018",,,,,
"BatonRouge.jpg","02/22/2018","02/22/2018","Istockphoto.com/SeanPavonePhoto","8 Reasons to Move to Baton Rouge",,"Baton Rouge",
"christynnalynchgmail.jpg","02/22/2018","02/22/2018",,,,,
"Backbar.jpg","02/22/2018","02/22/2018",,,,,
"Safehouse-Milwaukee.jpg","02/22/2018","02/22/2018",,,,,
"Rise-of-the-Speakeasy.jpg","02/22/2018","02/22/2018",,,,,
"The-Broken-Dram.jpg","02/22/2018","02/22/2018",,,,,
"Townhousevenice 3.jpg","02/22/2018","02/22/2018","Townhouse Venice",,,,
"Spring Hill Rippavilla.jpg","02/23/2018","02/23/2018","Courtesy of Michael Noirot under a  CC 4.0  license.",,,,
"shutterstock_27196792_blue.jpg","02/23/2018","02/23/2018","Photo Credit: Shutterstock/Courtesy of Jackson, TN Chamber","Jackson, TN",,"Jackson",
"IMG_5099 (Medium).jpg","02/26/2018","02/26/2018",,,,,
"Getzimage.jpeg","02/26/2018","02/26/2018",,,,,
"San-Luis-Obispo-Farmers-Market.jpg","02/26/2018","02/26/2018","Photo courtesy Visit SLO","San Luis Obispo",,"San Luis Obispo",
"San Luis Obispo Horseback.jpg","02/26/2018","02/26/2018",,,,,
"San-Luis-Obispo-downtown.jpg","02/26/2018","02/26/2018",,,,,
"San Luis Obispo Farmers Market.jpg","02/26/2018","02/26/2018",,,,,
"San-Luis-Obispo-view.jpg","02/26/2018","02/26/2018","Photo courtesy Visit SLO","San Luis Obispo",,"San Luis Obispo",
"about-us-hero.jpg","02/26/2018","02/26/2018",,"Showcasing America's Best Places to Live",,,
"unnamed.jpg","02/26/2018","02/26/2018",,,,,
"MB headshot.jpg","02/26/2018","02/26/2018",,,,,
"Patsy Weiler IMG_7323.jpg","02/27/2018","02/27/2018",,,,,
"clairehannum.jpg","02/27/2018","02/27/2018",,,,,
"laura-ratliff-hi-res.jpg","02/27/2018","02/27/2018",,,,,
"Ferry Boat, Washington Stateby Christine Majul.jpg","02/27/2018","02/27/2018",,,,,
"mombag.jpg","02/27/2018","02/27/2018","Beth Matthews Design",,,,
"How to Love Where You Live Give Back.jpg","02/28/2018","02/28/2018","iStockPhoto.com/RawPixel","Volunteering",,,
"The Mom Bag.jpg","02/28/2018","02/28/2018",,,,,
"swallow school pic 2017.jpg","02/28/2018","02/28/2018",,,,,
"PamelaHuntPhoto.jpg","02/28/2018","02/28/2018",,,,,
"Washington-State-Ferry-System.jpg","02/28/2018","02/28/2018","istockphoto.com/LoweStock","Ferry in Seattle",,"Seattle",
"Tupelo18v15W.jpg","02/28/2018","02/28/2018",,,,,
"Susan_Chappell_2017.png","02/28/2018","02/28/2018",,,,,
"Jen_Headshot_Face_On-1.jpg","02/28/2018","02/28/2018",,,,,
,"02/28/2018","02/28/2018","Courtesy of Holly Hayes under a  CC 4.0  license.","weird donuts",,,
"Elvis-Donut.jpg","06/06/2019","02/28/2018","Photo Courtesy of Psycho Donuts",,,"Campbell",
"Strange-Donut-fruity-pebbles.jpg","06/06/2019","02/28/2018","Photo Courtesy of Strange Donuts",,,,
"Strange-Donuts.jpg","02/28/2018","02/28/2018","Strange Donuts","Strange Donuts",,,
"DSC_1528Web.jpg","03/01/2018","03/01/2018",,,,,
"prof pic.jpeg","03/01/2018","03/01/2018",,,,,
"unnamed.jpg","03/01/2018","03/01/2018",,,,,
"Tom+Chee.jpg","03/02/2018","03/02/2018","Tom and Chee","Tom + Chee",,,
"63315SUB016.jpg","03/04/2018","03/04/2018","Courtesy of Omni Grove Park Inn","Asheville, NC","Omni Grove Park Inn in Asheville, NC.","Asheville",
"1250615BM8103.jpg","03/04/2018","03/04/2018","Brian McCord","Asheville, NC","People shopping in downtown Black Mountain, NC.","Asheville",
"63316SUB007.jpg","03/04/2018","03/04/2018","Courtesy of Vortex Doughnuts","Asheville, NC","Vortex Doughnuts in Asheville, NC.","Asheville",
"1630717JNFRE0010.jpg","03/04/2018","03/04/2018","Joshua Ness","Asheville, NC","Tubing in Asheville, NC.","Asheville",
"633_1218CPFRE0015.jpg","03/04/2018","03/04/2018","Colby McLemore","Asheville, NC","JB Media, owner (Justin Belleme) and team in Asheville, NC.","Asheville",
"83402SUB010.jpg","03/04/2018","03/04/2018","Courtesy of Roger W Winstead/Craven Community College","Craven County, NC","Craven Community College in New Bern, NC.","New Bern",
"83402SUB004.jpg","03/04/2018","03/04/2018","Courtesy of CarolinaEast Health System","New Bern, NC","CarolinaEast Health System in Craven County, NC.","New Bern",
"79105SUB0016.jpg","03/04/2018","03/04/2018","Courtesy of Port of Virginia","New Bern, NC","The Port of Virginia serves Craven County, NC.","New Bern",
"83402SUB116.jpg","03/04/2018","03/04/2018","Courtesy of North Carolina Railroad Company","New Bern, NC","North Carolina Railroad Company: a freight train transports military cargo across the Trent River Bridge in New Bern, NC.","New Bern",
"83401SUB027.jpg","03/04/2018","03/04/2018","Courtesy of New Bern Visitor Center","New Bern, NC","Coastal Carolina Regional Airport in Craven County, NC.","New Bern",
"7910717MSFRE257.jpg","03/04/2018","03/04/2018","Courtesy of Michael Cline Spencer","New Bern, NC","Aircraft workers conduct maintenance of the H-53 Super Stallion at the Fleet Readiness Center East (in Hangar 3 on Marine Corps Air Station Cherry Point) in Craven County, NC.","New Bern",
"83401SUB020.jpg","03/04/2018","03/04/2018","Courtesy of Charles Register","New Bern, NC","Shopping in New Bern, NC.","New Bern",
"7790118JWA1240.jpg","03/04/2018","03/04/2018","Jeff Adkins","Cedar Hill, TX","Hospital employee Mia Simon, right, greets volunteer Ms. Cleo Raymond in the main lobby at the Methodist Charlton Medical Center in Dallas, Texas. Raymond has been a volunteer at the hospital for 32 years.","Cedar Hill",
"7790416JSO1802.jpg","03/04/2018","03/04/2018","Jeffrey S. Otto","Cedar Hill, TX","traffic streaks past on I - 35 south of downtown Dallas","Cedar Hill",
"c.jpg","03/04/2018","03/04/2018","Courtesy of Hillside Village","Cedar Hill, TX","Hillside Village Complex, shopping center; H&amp;M opened a 21,000-square-foot store at Hillside Village in October 2015.","Cedar Hill",
"7791014MDT0991.jpg","03/04/2018","03/04/2018","Michael D. Tedesco","Cedar Hill, TX","George Washington Carver 6th Grade STEM Learning Center, 1005 Westridge Avenue, Lancaster, Tx. Instructor Nicholas Keith, Dakota Bice (white shirt), Evaristo Osorio (glasses), Zaria Dailey.","Cedar Hill",
"7790118JWA2820.jpg","03/04/2018","03/04/2018","Jeff Adkins","Cedar Hill, TX","Students in the Ferris High School CTE/STEM Robotics &amp; Computer Science program prepare for a regional Competition Robotics team competion while building and programming robots to perform tasks at Ferris High School School.","Cedar Hill",
"7790118JWA1343.jpg","03/04/2018","03/04/2018","Jeff Adkins","Cedar Hill, TX","Emergency room medical staff treat a patient in the emergency room at the Methodist Charlton Medical Center in Dallas, Texas.","Cedar Hill",
"7790416JSO1756.jpg","03/04/2018","03/04/2018","Jeffrey S. Otto","Cedar Hill, TX","Southwest Dallas region has an extensive interstate system making it a natural location for a transportation, distribution or logistics business.","Cedar Hill",
"14114991_2807594597010_3165277394981758458_o.jpg","03/05/2018","03/05/2018",,,,,
"Birmingham AL.jpg","03/05/2018","03/05/2018","iStock Photo/Sean Pavone",,,"Chapel Hill",
"Omaha NE.jpg","03/05/2018","03/05/2018","iStock Photo/f1monaco31",,,"Omaha",
"Des Moines IA.jpg","03/05/2018","03/05/2018","iStock Photo/beklaus",,,"Des Moines",
"St. Louis MO.jpg","03/05/2018","03/05/2018","iStock Photo/JByard",,,"St. Louis",
"Chapel Hill NC.jpg","03/05/2018","03/05/2018","iStock Photo/Ryan Herron",,,"Chapel Hill",
"Raleigh NC.jpg","03/05/2018","03/05/2018","iStock Photo/Sean Pavone",,,"Raleigh",
"Raleigh NC.jpg","03/05/2018","03/05/2018","iStock Photo/Sean Pavone",,,,
"Rebecca_Holland_head_shots-4.jpg","03/05/2018","03/05/2018",,,,,
"Bennys-Rhode-Island.jpg","03/05/2018","03/05/2018","Courtesy of JJBers under a  CC 2.0  license.","Benny's Rhode Island",,,
"How-to-Love-Where-You-Live-Sports.jpg","03/06/2018","03/06/2018","istockphoto.com/gmcoop",,,,
"SWDallas.jpg","03/07/2018","03/07/2018","Staff Photo","Southwest Dallas",,"Cedar Hill",
"SWDallasF1.jpg","03/07/2018","03/07/2018","Staff Photo","Southwest Dallas",,"Cedar Hill",
"iStock-697650902.jpg","03/07/2018","03/07/2018","iStock/everythingpossible","Asheville, NC",,"Asheville",
"iStock-872221592.jpg","03/07/2018","03/07/2018","iStock/bizvector","Asheville, NC",,"Asheville",
"pcb.jpg","03/07/2018","03/07/2018","iStock Photo/benedek","panama city beach",,"Panama City Beach",
"aspen.jpg","03/07/2018","03/07/2018","iStock Photo/Adventure_Photo","Aspen Co",,"Aspen",
"pCB.jpg","03/07/2018","03/07/2018","iStock Photo/Benedek","panama city beach",,"Panama City Beach",
"ft-lauderdale.jpg","03/07/2018","03/07/2018","iStock Photo/Sean Pavone","Ft. Lauderdale",,"Fort Lauderdale",
"Galveston-TX.jpg","03/07/2018","03/07/2018","iStock Photo/kat-co",,,"Galveston",
"Hot Springs business.jpg","03/07/2018","03/07/2018","Courtesy of Bjorn under a  CC 4.0  license.",,,,
"15864802295_3a818a1d26_b.jpg","03/07/2018","03/07/2018","Courtesy of",,,"Seattle-Tacoma-Bellevue, WA Metro Area",
"Hot Springs, employ.jpg","03/07/2018","03/07/2018","Courtesy of Kevin Wood under a  CC 4.0  license.",,,,
"Ann Arbor restaurant.jpg","03/09/2018","03/09/2018","Courtesy of Ian Freimuth under a  CC 4.0  license.",,,,
"Ann Arbor Main.jpg","03/09/2018","03/09/2018","Courtesy of anadyomene under a  CC 4.0  license.",,,,
"Ann Arbor hospital.jpg","03/09/2018","03/09/2018","Courtesy of U-M Haiti Relief under a  CC 4.0  license.",,,,
"piggy-bank.jpg","03/09/2018","03/09/2018","iStock Photo/AnthiaCumming","Piggy Bank",,,
"Boca-Raton-Florida---Red-Reef-Park-1---Discover-The-Palm-Beaches.jpg","03/12/2018","03/12/2018","Photo Courtesy of Discover The Palm Beaches",,,"Boca Raton",
"Jupiter3 by Kim Seng.jpg","03/12/2018","03/12/2018","Photo Courtesy of Kim Seng",,,"Jupiter",
"Pleasanton-Visit-Tri-Valley.jpg","03/12/2018","03/12/2018","Photo Courtesy of Visit Tri-Valley",,,"Pleasanton",
"Scottsdale-1-by-Experience-Scottsdale.jpg","03/12/2018","03/12/2018","Photo Courtesy of Experience Scottsdale",,,"Scottsdale",
"8501SUB251.jpg","03/13/2018","03/13/2018","Photo courtesy of the High Point Convention and Visitors Bureau","High Point, NC",,"High Point",
